,comment
26181,"i.e. sausage, pork, lobster, shrimp, chicken, etc."
26182,chopped fresh basil or parsley
26183,lightly toasted and crushed
26184,peeled and cut into 3-inch-long sticks
26185,"scant, lightly crushed"
26186,in 1-inch-thick slices
26187,"large, diced (about 2 cups)"
26188,"stems removed, leaves finely chopped (5 cups)"
26189,"mild, removed from the casings"
26190,"1/4-inch, roughly cut from day-old coarse white bread (don’t use store-bought dried bread cubes)"
26191,"cooked, squeezed dry and chopped (frozen is fine)"
26192,"4-bone, (about 8 pounds), chine bone removed and fat trimmed to 1/4 inch"
26193,"(or turkey, guinea hen or other liver, if using to stuff a game bird)"
26194,"or pancetta, diced"
26195,"oil-cured, meaty, preferably from provence, pitted and halved"
26196,halved and seeded (use organic because the skin will be eaten)
26197,"2-inch, peeled and coarsely chopped"
26198,torn from day-old coarse white bread
26199,"(or whole milk with a tablespoon or so of lemon juice stirred into it, left to sit for 5 minutes)"
26200,beatem
26201,peeled and cut in large pieces
26202,"medium, peeled, in 1/4-inch diagonal slices"
26203,"freshly snipped, for garnish"
26204,"small boiling onions, peeled"
26205,"tart, crisp apples, peeled and cut in 1/2-inch chunks"
26206,finely chopped jalapeño or serrano chile
26207,"70 percent bittersweet, in pieces"
26208,"small, about 1 1/2 pounds, or winter squash, peeled, seeded and diced"
26209,(about 3/4 cup)
26210,"(2 sticks), room temperature"
26211,(about 1/2 cup plus 1 tablespoon)
26212,(about 1 1/4 cups)
26213,(about 1/4 cup)
26214,(about 1/2 cup)
26215,(about 1 3/4 cups)
26216,"medium or large, coarsely chopped"
26217,"preferably portobellos or a mix of wild mushrooms, portobellos and regular mushrooms, trimmed and coarsely chopped"
26218,crumbled (about 1/3 cup)
26219,"(2 cans, drained and rinsed, or, 1 1/2 cups dried – about 3/4 pound)"
26220,"or winter squash, like kabocha, seeds and membranes scraped away, cut into large pieces (if using butternut, cut in half crosswise, just above the bulbous bottom part, then cut these halves into lengthwise quarters and scrape away the seeds and membranes)"
26221,thawed and at room temperature (more if needed)
26222,stems picked out and discarded
26223,chopped (about 1/3 cup)
26224,"medium-large, diced"
26225,"medium-large, 6 to 7 ounces, peeled and diced"
26226,"16- to 18-pound turkey, preferably fresh and organic, with neck, gizzard, heart and liver, knobby ends of drumsticks cut off so you can remove sinews later (you can ask your butcher to do this)"
26227,"or cornstarch, dissolved in 2 tablespoons water"
26228,diced (1/2-inch)
26229,or other hot pepper sauce
26230,(be certain it’s the bonded version)
26231,"2 1/2- to 3-pound, or other yellow-fleshed squash, peeled, seeded and cut into pieces 1/8- to 1/4-inch thick"
26232,"yellow, peeled and thinly sliced"
26233,1-inch thick
26234,"or goat cheese, feta or mascarpone"
26235,or sambal oelek (in asian markets and some supermarkets)
26236,stemmed and cut into thin wedges
26237,thick and plain
26238,"or 6 mint leaves, julienned"
26239,"(1 cup), plus 2 tablespoons of shelled pumpkin seeds"
26240,and more as needed
26241,preferably raw
26242,"(about 8 to 12), thinly sliced"
26243,"unpeeled, halved lengthwise and cut crosswise into 1/2-inch thick half-circles"
26244,"peeled, halved lengthwise and cut with an apple corer into small cylinders"
26245,"unpeeled, (also known as buttercup), ends trimmed, halved root to stem and cut into 6 half-circles"
26246,preferably pierre ferrand 1840
26247,preferably lustau
26248,"(brands available at whole foods and many other stores include the ginger people and morris kitchen, of brooklyn)"
26249,mixed well before meausuring
26250,soaked in warm water for 10 to 15 minutes and drained
26251,roughly chopped into 1/2-inch pieces
26252,"cans, rinsed and drained"
26253,"can, rinsed and drained"
26254,plus extra for work surface
26255,or 4 turkey thighs (or 2 drumsticks and 2 thighs) and 1 boneless breast (2 halves)
26256,6-8 pounds
26257,(recipe follows)
26258,or 2-3 tablespoons olive oil
26259,to top
26260,for rimming glass
26261,"fresh,cubed"
26262,"slivered,about 3 cloves"
26263,"peeled, deveined and cut into large cubes"
26264,"fresh,weighed after trimming or 2 packages frozen"
26265,about half a loaf
26266,"dry, coarse"
26267,"freshly grated,plus more for serving"
26268,"boneless, skinless, rinsed and patted dry"
26269,"chopped, (optional)"
26270,"drained, chopped (optional)"
26271,"about 1 ½ pounds, cleaned, with head and tail still attached peanut oil"
26272,1 or 2 teaspoons
26273,dissolved in 1 teaspoon cold water
26274,"or 2 small to medium, broken into florets; or about 6 cups mixed white, orange, green and purple cauliflower"
26275,"to taste, minced"
26276,"such as sambal, more for serving"
26277,"boneless, skinless,or breast meat, thinly sliced and cut into bite-size pieces"
26278,"preferably malaysian, thai or vietnamese"
26279,14 ounces unsweetened
26280,fresh or frozen optional
26281,"dried thin, bun or vermicelli, or other asian noodles such as udon or lai fun"
26282,cut into thin rings
26283,thinly sliced and deep fried in vegetable oil until brown optional
26284,"quartered, for serving."
26285,"about 3 pounds, quartered"
26286,"fresh,bruised with the handle of a heavy knife and tied in a knot"
26287,"finely minced fresh,or 1 1/2 teaspoons ground turmeric"
26288,"called vermicelli, bihun or bun"
26289,thinly sliced and fried in vegetable oil until brown optional
26290,quartered
26291,such as sambal for serving
26292,"cooked,optional"
26293,"flakes, to taste"
26294,"14-ounce, chopped, with juice"
26295,"fresh,or 1/2 teaspoon dried thyme"
26296,pitted and cut in half lengthwise
26297,"minced, or 1/2 medium"
26298,minced or pressed
26299,separated into small florets or sliced 1/2 inch thick
26300,grated 1/2 cup
26301,1 bag
26302,"frozen or fresh cooked, sliced"
26303,preferably kosher salt
26304,"or 2 smaller roasted, sliced"
26305,cut into bite-size florets
26306,from 1 large lemon
26307,"2 large, roasted or grilled, peeled, quartered, seeded"
26308,"coarsely ground,or 1/2 to 1 teaspoon chili flakes to taste"
26309,"lightly toasted, ground"
26310,1 tablespoon plus 1 teaspoon
26311,"preferably kosher salt, to taste"
26312,"to taste, halved, green shoots removed"
26313,"fresh, or 1/4 cup red wine vinegar to taste"
26314,"head, cut into bite-size florets"
26315,"aged, grated"
26316,"chopped fresh, for serving"
26317,"in one slice, diced"
26318,"dry, filtered"
26319,or substitute sweet vermouth
26320,"such as fino, amontillado or oloroso"
26321,or dry champagne or prosecco
26322,"preferably second-cut or stew meat, chopped into bite-size pieces"
26323,recipe here or 8 ounces freshly grated cheddar
26324,"1 stick very cold, diced"
26325,"trimmed, or one 12-ounce package frozen artichoke hearts"
26326,pigs’ feet
26327,or one bottle red wine
26328,"not rolled, rinsed and drained"
26329,brown or black are both fine
26330,"or 2, dried, like thai optional"
26331,grated dried
26332,"chopped fresh, or a combination"
26333,"sweet, casings removed"
26334,"chopped toasted, optional"
26335,preferably whole
26336,about 4 ounces chopped
26337,"washed, trimmed and dried"
26338,about 1 1/2 packages
26339,"plump,halved, green shoots removed"
26340,"chopped fresh, or 1 teaspoon dried mint"
26341,thickened
26342,chopped optional
26343,"1 stick, at room temperature, more for pans"
26344,"chopped, or chocolate chips"
26345,"freshly ground,to taste"
26346,"15-oz., drained and rinsed"
26347,thawed overnight in refrigerator if necessary
26348,"3 sticks, melted"
26349,for serving optional
26350,peeled and sliced into rounds
26351,"unpeeled, finely chopped"
26352,"white and light green parts only, halved lengthwise and thinly sliced crosswise"
26353,"peeled, quartered lengthwise and thinly sliced crosswise"
26354,"6 parsley stems and 1 bay leaf, tied in a bundle"
26355,"beets peeled and cut into 1/2-inch dice, greens coarsely chopped"
26356,"meaty, shin bones"
26357,quartered and thinly sliced
26358,"to taste, for drizzling"
26359,"cooked,short ribs, flank steak, fillet, pork roast, roasted chicken or turkey, cut into 1/2-inch to 3/4-inch dice"
26360,"slices, cut into 1/4 -inch rings"
26361,"also known as pork porterhouses, preferably berkshire organic"
26362,dry or fresh
26363,"or other crushed red pepper, to taste"
26364,"dark, sweet, preferably fresh, but frozen is okay"
26365,5 tablespoons
26366,"or 4, peeled and slivered"
26367,"about 4 large, trimmed of greens"
26368,"chopped fresh,for garnish"
26369,cut into 1 1/4-inch cubes
26370,"fresh,to taste optional"
26371,"confit,skinned and boned"
26372,"or 2 smaller, about 2 pounds, broken into florets"
26373,"plump,halved, green shoot removed"
26374,"fresh, chopped, or 1/2 teaspoon dried thyme"
26375,"dry, fine"
26376,"seeded, cored and finely chopped"
26377,side tendon trimmed
26378,"chopped fresh, or 1 teaspoon dried parsley flakes optional"
26379,"freshly ground,to taste"
26380,"chopped, divided"
26381,"finely diced, optional"
26382,"packed, coarsely chopped, or swiss chard or spinach"
26383,"or 3, chopped"
26384,or packet
26385,to taste optional
26386,"or 2, chopped"
26387,"grated, divided"
26388,"diced, for garnish optional"
26389,minced for garnish optional
26390,"cooked, finely diced about 4 cups"
26391,"large, golden delicious, rome or ida red, cored"
26392,"peeled quartered, with juice"
26393,cut into 4 or 6 pieces
26394,"cooked, for serving optional"
26395,"about 1 pound, peeled and cut into quarters"
26396,washed and trimmed of thick stems
26397,"preferably stale, sliced at least 1/2-inch thick"
26398,"freshly ground,more as needed"
26399,patted dry
26400,"sliced in half horizontally, through the cloves"
26401,for greasing the molds
26402,"softened, for greasing the pan"
26403,rinsed optional
26404,"mixed fresh,cleaned and sliced"
26405,"peeled and cut into small cubes, or silken white tofu, cut into small cubes"
26406,"chopped,for garnish"
26407,"boneless, 2 to 3 pounds"
26408,"or 4 fresh, minced"
26409,"with wings, skin and bones"
26410,"cooked, starting with 1 1/2 cups dry beans, or 2 cans, rinsed"
26411,"cored, seeded, in half-inch-wide vertical strips"
26412,sliced 1 inch thick
26413,"halved lengthwise, seeded and cut crosswise into half moons optional"
26414,1 halved and 1 cut into wedges
26415,"canned, finely chopped optional"
26416,preferably wondra or other fine-milled flour
26417,plus a splash more for greasing pan
26418,cut across the grain of the flesh into strips about 1/2 inch wide by 3 inches long
26419,"hot sauce, like tapatio or frank’s"
26420,trimmed of leaves
26421,"1 stick, at room temperature"
26422,"2 sticks, at room temperature"
26423,"finely chopped, in adobo"
26424,"fresh,finely chopped; more for serving"
26425,"grated,fresh"
26426,passover vegetable oil
26427,"dried,roughly chopped"
26428,"or more, from chipotles in adobo, optional"
26429,freshly-squeezed
26430,"or other chili, seeded and minced, or to taste"
26431,"4 to 6 ounces each, preferably skin on and scaled"
26432,or all 3
26433,cooked fresh
26434,"8 tablespoons, cut into pieces"
26435,about 6 ounces shredded
26436,bone-in
26437,"cellini or runner cannellini beans may be substituted; see note, soaked 4 to 6 hours"
26438,"1 stick, more for pan"
26439,"freshly, for serving"
26440,"freshly squeezed,from about 12 tangerines or orange juice"
26441,"bone-in, skin-on, patted dry"
26442,preferably bucatini or linguine
26443,either butt or picnic
26444,"chopped, plus finely chopped onion for garnish"
26445,preferably mexican canela
26446,"crushed dried,preferably mexican"
26447,"warmed, for serving"
26448,"chopped,for garnish"
26449,or 2 small bunches fresh
26450,or 3 small
26451,"whole or diced, with liquid"
26452,"or 3, stemmed and halved"
26453,"about 9, husks removed, rinsed and quartered"
26454,or 1 bunch red radishes
26455,soaked 4 to 6 hours
26456,halved across the equator
26457,"stems from, tied in a cheesecloth sachet"
26458,plus more for drizzling
26459,"white and light green parts only, diced"
26460,"canned,drained and chopped"
26461,"raw, chopped, or scallops or other shellfish or fish"
26462,"peeled, in 1-inch pieces"
26463,"2 1/2-to-3 pound, cut into 8 to 10 pieces"
26464,broken into flakes
26465,"1/2 to 3/4 pound, thinly sliced"
26466,crust removed
26467,"thinly sliced, plus 20 whole peeled garlic cloves"
26468,trimmed of fat and caul
26469,peeled and cut into 3-inch chunks
26470,"boned dried, soaked according to package directions, or pre-soaked salt cod"
26471,"skin and membrane removed, flesh diced"
26472,salt-free homemade or commercial low-sodium chicken broth
26473,"trimmed of roots and tough dark green leaves, quartered lengthwise and thoroughly washed"
26474,"fresh, cut into 8 pieces and skinned"
26475,"to medium, halved"
26476,"about 12 dried,cut into 1/4-inch slices"
26477,also known as devonshire cream
26478,sifted about 1 3/4 cups after sifting
26479,"thick-cut, sliced crosswise into 1/4-inch pieces"
26480,"about 1 pound frozen, thawed"
26481,like lapsang souchong
26482,"bone-in, bones removed and cut into 3-inch pieces, rinsed well and reserved, or 3 pounds boneless lamb shoulder"
26483,cut crosswise into thin half-moons
26484,"chopped, more for serving optional"
26485,"boiled, cooked white rice for serving optional"
26486,"if baby artichokes aren’t available, trimmed"
26487,"such as vidalia or maui, chopped, or 1 bunch of spring onions, chopped"
26488,"from the inner hart, sliced"
26489,"or 2 small, diced"
26490,"chopped, with juice, peeled, seeded and chopped"
26491,peeled and cut into thick matchsticks
26492,"each no larger than 2 inches in diameter, peeled and cut into thick matchsticks"
26493,plus 1/2 cup
26494,about 1 cup dried
26495,"for trimming the artichokes, plus fresh lemon juice for seasoning"
26496,or 6 medium or large artichokes
26497,a generous
26498,"small,scrubbed and quartered"
26499,"fresh, peeled and deveined"
26500,cut into 1/4-inch-thick matchsticks
26501,"cooked,quartered"
26502,to drizzle
26503,freshly cracked
26504,lightly beaten with 1 tablespoon water
26505,more for work surface
26506,fine-chopped
26507,crème fraîche may be substituted
26508,or 6 6-inch
26509,"homemade or manufactured with milk and cultures only do not use yogurt with stabilizers or greek yogurt, which is already drained"
26510,"ground,for garnish optional"
26511,grated or minced fresh
26512,seeded if desired and chopped more if you like things really hot
26513,"or 1/2 medium, chopped"
26514,"medium or firm silken, drained"
26515,"1 1/2 pounds, trimmed and finely chopped"
26516,"zested, then halved"
26517,about 12 ounces each before trimming
26518,"chopped fresh, plus 4 whole sprigs"
26519,for drizzling
26520,"fresh,cut into 1-inch cubes"
26521,"grated, to sprinkle"
26522,cut into 1/4-inch thick batons
26523,for dusting surface
26524,"stems trimmed, cut into quarters or small pieces"
26525,|1/2
26526,"sifted,plus more as needed"
26527,"plus 2 tablespoons packed,chilled and cut into pieces"
26528,"chilled cultured, plus more as needed"
26529,such as pinot grigio or sauvignon blanc
26530,plus 1 to 2 teaspoons freshly squeezed lemon juice
26531,"grated,or a mixture of parmesan and pecorino romano optional"
26532,"chopped,optional"
26533,well seasoned
26534,"tender, peeled and thinly sliced on the diagonal"
26535,"white and light green parts only, cut in half lengthwise, rinsed thoroughly and chopped"
26536,like grapeseed
26537,available at japanese markets or 1/4 teaspoon freshly ground green or black peppercorns
26538,freshly grated zest of
26539,"preferably fresh, center vein removed with sharp knife"
26540,removed from casings
26541,1/2-inch-diced
26542,"or 4, chopped"
26543,"use coarse, country-style bread, cut in 1/2-inch cubes"
26544,"trimmed, washed and roughly chopped"
26545,cut in 1/2-inch cubes feta may be substituted
26546,"freshly chopped,optional"
26547,"high-quality, see recipe"
26548,warm see recipe
26549,not too firmly packed
26550,"good-quality bittersweet or semisweet, coarsely chopped"
26551,diced or julienned
26552,"about 10, dried"
26553,cooked and tossed with 2 teaspoons sesame oil or canola oil
26554,"without skin, trimmed of fat and cut in four equal pieces"
26555,"thinly sliced, light and dark green parts kept separate"
26556,"hot, to taste"
26557,strings and stem ends removed
26558,sliced optional
26559,"trimmed, cut in half, and thinly sliced"
26560,"peeled, seeded, sliced thin"
26561,"minced, seeded, or a mixture"
26562,"4 tablespoons, at room temperature"
26563,double-strength brewed
26564,"1 rounded cup, small"
26565,"beaten and mixed with 1 tablespoon water, for egg wash"
26566,"thinly sliced, cut into 1/2 -inch strips"
26567,"white and green parts, thinly sliced"
26568,"thin, cut into 2-inch lengths, or snap peas"
26569,"mixed fresh chopped,such as parsley, dill and basil"
26570,sold in specialty stores
26571,"plain, preferably greek"
26572,sliced 1/8- inch thick ask butcher to do this
26573,"unpeeled, halved lengthwise and thinly sliced crosswise"
26574,leaves torn
26575,for brushing and drizzling
26576,each cut in 4 wedges
26577,"root and dark green parts trimmed, outer layer removed, or 2 mature garlic cloves, peeled"
26578,"brined, jarred"
26579,"blended with vegetable oil, for shallow frying"
26580,"preferably homemade, or 1 quart commercial chicken broth and 1 quart water"
26581,seeded if desired and minced
26582,"peeled, seeded and diced, or 1 14-ounce can, drained"
26583,"freshly squeezed,to taste, plus thin slices of lime for garnish"
26584,cut in small dice or thinly sliced
26585,"finely diced, soaked in cold water for five minutes, drained, rinsed and dried on paper towels"
26586,"ripe,peeled, pitted and finely diced"
26587,"chopped,more to taste"
26588,lightly beaten until just foamy
26589,"cooked, plus 1 cup cooking liquid"
26590,"chopped,including juice; canned are fine"
26591,"cut in two, stemmed and seeded"
26592,"freshly squeezed, plus finely grated zest of 1 lime"
26593,finely sliced fresh
26594,"2 sticks, softened, more for baking sheets"
26595,"chopped, good-quality, about 8 ounces"
26596,cut in two and thinly sliced
26597,"cleaned, trimmed and sliced"
26598,"dried, or a combination"
26599,"fresh, or a combination, cleaned, trimmed and sliced"
26600,"trimmed, cut into 1 1/2 -inch lengths"
26601,"chopped fresh, or 1 tablespoon chopped fresh chervil"
26602,"cleaned, bodies cut into 1/2 -inch rings, tentacles left whole"
26603,"or large, cleaned"
26604,softened at room temperature
26605,1 small standard-size tray with about 20 pieces
26606,such as tagliolini
26607,"preferably organic, halved"
26608,"freshly grated zest of,optional"
26609,"medium, shelled and de-veined look for domestic farmed shrimp or oregon pink shrimp"
26610,peeled and coarsely chopped or thinly sliced
26611,"dried, seeded and crumbled"
26612,"cut in half, green shoots removed"
26613,"soaked in water for 4 minutes, drained and rinsed"
26614,"28-ounce, chopped, with liquid"
26615,"small new, scrubbed and quartered or sliced"
26616,"made with a bay leaf, a strip of orange zest, a couple of sprigs each thyme and parsley, and a dried red chile if desired, tied together with a string"
26617,"firm, such as halibut, tilapia, pacific cod or black cod, cut in 2-inch pieces"
26618,"one sliced, one cut in wedges"
26619,"fresh, or 4 rosemary sprigs"
26620,"chopped fresh,for serving"
26621,splash of freshly squeezed
26622,"high-quality, melted"
26623,"like frank’s, or to taste"
26624,5 to 7 pounds total
26625,soaked in water for at least 30 minutes
26626,fresh or frozen ripe
26627,or 3
26628,"or large, ripe"
26629,fresh or frozen hulled
26630,"diced, peeled ripe"
26631,"1/4 large or 1/2 small chopped, cored fresh"
26632,"fresh,more to taste"
26633,check the beverage you’re using to see if it’s sweet first; you may not need the honey
26634,"short-grain, rinsed well and drained"
26635,"julienned, in 2-inch lengths"
26636,"toasted, plus a pinch"
26637,"peeled and julienned, in 2-inch lengths"
26638,"halved, peeled, pith removed"
26639,"medium-hot dried,like a new mexican red or other southwestern chili"
26640,pounded into a paste in a mortar and pestle
26641,"fresh, plus lime wedge, for garnish"
26642,"trimmed, cleaned and sliced"
26643,shelled and chopped
26644,"sweet, chopped, about 1 cup"
26645,"trimmed, tough outer layers removed, cored and chopped"
26646,"fresh,or 1 teaspoon dried thyme"
26647,"drained, rinsed and mashed in a mortar and pestle or finely chopped"
26648,"soaked in water for five minutes, drained, rinsed and dried on paper towels"
26649,"about 3 pounds, boned and butterflied, or 2 fillets, each about 1 pound"
26650,backbone removed
26651,halved root-to-stem and thinly sliced
26652,thin to medium-thick
26653,labeled at least 5 percent acidity
26654,"hard-boiled,for serving"
26655,"freshly ground,for serving"
26656,"  ripe, unblemished, rinsed or raspberries, blackberries or blueberries"
26657,trimmed of roots
26658,"mixed, arugula, red oak, romaine, watercress"
26659,"mixed,arugula, red oak, romaine, watercress"
26660,cut into rough 1 inch cubes
26661,about 11/2 pounds
26662,sweet spanish paprika
26663,pounded to 1/8-inch thick
26664,"soft, like a combination of mint, tarragon, basil, parsley, cilantro, chervil, chives try to use at least 3 kinds"
26665,"thinly sliced, including greens"
26666,"chopped, plus 1/2 cup lightly toasted slivered almonds"
26667,"washed, hulled and quartered"
26668,"thin,woody ends snapped off, cut into 1-inch lengths"
26669,"a generous, of, rinsed and spun dry about 1 ounce, or 1 cup tightly packed"
26670,or 1 tablespoon each fresh lemon juice and vinegar
26671,"woody ends snapped off, cut in 1/2-inch lengths"
26672,"preferably kosher salt, or to taste"
26673,"a few twists of the,mill"
26674,diced or broken into small pieces
26675,or 2
26676,trimmed and sliced 1/2-inch thick about 4 cups
26677,"with thighs about 8, or whole chicken legs 5 or 6"
26678,diced about 4 cups
26679,sliced 1/2 -inch thick 2 cups
26680,with parmesan if desired
26681,"cut in half lengthwise if thick, and sliced about 1/4 inch thick"
26682,"peeled, seeded and chopped, or 1 14-ounce can, chopped"
26683,"to taste, preferably fresh green garlic, sliced thin"
26684,"either regular or wild or a combination, cleaned, trimmed and cut or torn in thick slices"
26685,"14-ounce,chopped,with juice"
26686,slivered fresh
26687,"cleaned, in rings cut tentacles in half if large"
26688,freshly toasted coarse
26689,or 4
26690,"or 2 medium, chopped"
26691,"or more shelled, fresh or frozen"
26692,"about 3/4 to 1 pound each, cleaned"
26693,"at room temperature, plus some to grease baking sheet"
26694,"thinly sliced,like plums, apricots or peaches, peeled if skin is thick; berries can be mixed in, too"
26695,"crushed,to taste"
26696,"long,like linguine"
26697,"chopped,or to taste"
26698,"pitted,or about 8 ounces"
26699,"thin baguette, 20 to 24 inches long, split lengthwise"
26700,"preferably ""white"" marinated anchovies"
26701,"halved, taken apart"
26702,"in olive oil, drained but not thoroughly, broken up"
26703,"ripe,halved and sliced"
26704,roasted and shelled
26705,"skinless, boneless, about 2 thighs or breasts cut into chunks"
26706,"about 1 pound, peeled and cut into thick slices"
26707,cored and halved canned are fine; drain and reserve liquid for another use
26708,washed and cut into wide ribbons
26709,chunky or smooth
26710,sliced about 1 1/4 cups
26711,crumbled about 1 cup
26712,torn about 1/3 cup
26713,"finely chopped fresh, such as parsley, tarragon, chives, chervil, dill, basil, chives and arugula 4 cups leaves"
26714,pinch
26715,"about 1 1/8 cups, picked over and rinsed"
26716,"chopped, from 1 large bunch"
26717,minced optional
26718,"chopped fresh, from 3 large bunches"
26719,"ripe, very finely chopped"
26720,"white and light green parts only, cut in half lengthwise, cleaned and sliced"
26721,"or 2 medium, about 1/4 pound, sliced"
26722,"made with a bay leaf, 1 sprig of parsley and 1 sprig of dill"
26723,for garnish if serving hot
26724,"thinly sliced, if serving cold"
26725,"crushed or puréed,plus a handful of whole berries for garnish"
26726,beaten to soft peaks
26727,whipped to stiff peaks
26728,or 2 tablespoons roasted rice powder available at asian markets
26729,"coarsely ground or finely chopped, lean beef, such as sirloin, can be substituted"
26730,preferably thai or lao
26731,more for serving
26732,"cooked, for serving"
26733,"or 2 small cloves, peeled"
26734,"dry-roasted salted,more for garnish"
26735,"fresh,sliced"
26736,"dried,optional"
26737,"nam pla,to taste"
26738,"1 large round tomato, or 8 grape tomatoes, coarsely chopped"
26739,trimmed and cut into 1 1/2-inch lengths optional
26740,to medium
26741,"halved,for garnish"
26742,preferably whole-milk
26743,"or 3, ripe, chopped"
26744,"peeled and seeded if necessary, and chopped"
26745,pitted and halved optional
26746,"151/2-ounce,drained"
26747,cut in small dice 1/4 to 1/3 inch
26748,"chopped fresh, to taste"
26749,"grated 1/2 cup, tightly packed"
26750,plus additional for brushing the phyllo dough
26751,"white and light green parts, cleaned and finely chopped"
26752,"2 large, cut in 1/3-inch slices"
26753,"about 1 1/2 cups, made with 1 28-ounce can of tomatoes, or 1 1/2 cups fresh tomato sauce"
26754,"grated 3/4 cup, tightly packed"
26755,or 1 recipe whole wheat yeasted olive oil pie pastry
26756,"leaves only, plus one whole sprig for garnish"
26757,cut into short pieces
26758,plus a sprig for garnish
26759,"crushed peeled,one scant cup"
26760,about 1 1/3 cup
26761,cut into 12 to 14 cubes
26762,about 1/4-inch thick
26763,"juice of, rind reserved"
26764,"fat,minced"
26765,more to taste and for garnish
26766,11 or 12 ounces
26767,each
26768,iced
26769,"preferably a white onion, finely chopped"
26770,"1 15-ounce can cooked, rinsed"
26771,"or 2 boneless, skinless breasts,poached and shredded about 4 cups shredded chicken"
26772,"rinsed, seeded and cut into thin strips"
26773,"ground, 80 percent lean"
26774,finely
26775,"see recipe or other large hamburger buns, split"
26776,thinly sliced medium-sharp
26777,"about 3/4 pound, halved lengthwise and seeded"
26778,"about 3/4 pound, quartered lengthwise and thinly sliced"
26779,or other ginger beer
26780,for garnish optional
26781,frozen are fine; no need to defrost
26782,"toasted, roughly chopped"
26783,"chopped fresh,or more to taste"
26784,"skinless, boneless, about 2 pounds total"
26785,"peeled, 1/2-inch of stem left on"
26786,"tiny, blanched and peeled"
26787,"or 2 small, in adobo, seeded"
26788,preferably hellman’s or best foods
26789,steamed for five minutes
26790,"to taste, seeded if desired and minced"
26791,"boneless, skinless,poached and shredded about 2 cups"
26792,thinly sliced or diced
26793,"kernels from, about 2 cups"
26794,"lightly toasted and coarsely ground in a spice mill, or slightly crushed in a mortar and pestle"
26795,"crumbled,optional"
26796,"fresh,peeled and chopped"
26797,"toasted,more to taste"
26798,canning
26799,"cool but not cold, cut into medium chunks"
26800,sliced and toasted
26801,pickled see recipe
26802,"mixed,like kale, chard, dandelion greens, collards, washed, stalks trimmed by 2 inches"
26803,white and light-green parts only
26804,"mixed fresh, like thyme, parsley, marjoram"
26805,"grated hard,parmesan or asiago"
26806,"fresh, ricotta, farmer's cheese or queso fresco"
26807,"seeds scraped, pod and seeds reserved"
26808,"1/4-ounce, about 2 1/2 teaspoons"
26809,"6 cups, hulled, quartered if large"
26810,"or parsley leaves, or 1 teaspoon chopped fresh tarragon or mint leaves, or any other herb"
26811,"freshly grated,optional"
26812,"raw,hulled"
26813,"raw, hulled"
26814,"fresh, for serving optional"
26815,lightly toasted and finely chopped
26816,"or larger ones, cut into 2- or 3-inch pieces"
26817,"dried, soaked in 1 quart water for six hours or overnight and drained"
26818,"finely chopped, or a mixture of parsley and dill"
26819,"grated 1/4 to 1/2 cup, to taste"
26820,"about 1 1/8 cups, rinsed, picked over and soaked for six hours or overnight in 1 quart water"
26821,"chopped, including the leaves"
26822,or 2 tablespoons tomato paste diluted in 1 cup water
26823,"finely chopped, to taste"
26824,"1/4 stick, more for greasing pan"
26825,"cooked,1/2 pound uncooked"
26826,"like challah or brioche, cut into 2-inch cubes about 5 to 6 cups"
26827,"plus 1 tablespoon, optional"
26828,"about 3 to 3 1/2 pounds, cut up and skinned, or the equivalent of chicken pieces, skinned"
26829,"about 2 inches long, peeled and sliced"
26830,you can substitute soy sauce if you don’t have fish sauce
26831,"dried,rice sticks"
26832,5- or 6-ounce
26833," 1/4 stick,more for greasing pan"
26834,"1/4 stick,more for greasing pan"
26835,"cleaned, thick stems discarded"
26836,such as sambal oelek
26837,"14-ounce, chopped, drained"
26838,"medium, shelled, cut in half lengthwise and deveined"
26839,about 2 generous handfuls
26840,"cut in wedges, for serving"
26841,"freshly-ground,for garnish optional"
26842,"mixed fresh, like tarragon and sage"
26843,more for frying
26844,"boneless, skinless,or 4 half-breasts"
26845,"peeled, cut into 1/2-inch cubes"
26846,8 tablespoons
26847,cut into bite-size pieces about 4 cups
26848,cut into bite-size pieces about 2 cups
26849,"shelled, toasted, coarsely chopped"
26850,"about 1 pound each, fat well trimmed"
26851,"shelled, toasted,coarsely chopped"
26852,"about 2 1/2 pounds total, peeled and cut into 1-inch cubes"
26853,"finely chopped, green parts only"
26854,about 8
26855,"chopped, and their juices"
26856,minced or pureed in a mortar and pestle with 1/4 teaspoon salt
26857,imported
26858,"hard boiled, cut in wedges optional"
26859,preferably arborio
26860,"chopped fresh,such as chervil, mint, chives, or parsley, for garnish"
26861,"toasted, for garnish optional"
26862,"plump, peeled and lightly crushed"
26863,"or 4, fresh"
26864,"rich, full-bodied, preferably amarone"
26865,about 1/2-inch thick
26866,minced garlic or whatever you like for sprinkling optional
26867,preferably filled with raspberry jam
26868,thick-cut sliced
26869,"1 1/8 cup, rinsed"
26870,either in 1 piece or cut up
26871,"chopped fresh,such as parsley, chervil, thyme for garnish"
26872,or 5
26873,"freshly ground,for garnish optional"
26874,"cut into 8 pieces, rinsed and patted dry"
26875,"halved lengthwise, cleaned and thinly sliced crosswise"
26876,"peeled, trimmed and cut into 1 1/2-inch chunks"
26877,"about 1 1/8 cups, washed and picked over"
26878,plus more for the kale and serving
26879,"spicy, dried, cut into 1?4-inch dice"
26880,"like white or creamer, peeled and cut into chunks"
26881,"about half a bunch,stems removed"
